shelfmark,headline,summary,url,image_soup,image_server_base_url,image_rel
"Genève, Bibliothèque de Genève, Ms. fr. 167",Parchment · II + 188 + II ff. · 33.5 x 24.5 cm · 1536,"This parchment manuscript contains the mystic text of the Kabbala in cursive script, illustrated with numerous highly colorful drawings with allegorical, cosmological, and liturgical themes.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0167,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0167/bge-fr0167_027v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0167/bge-fr0167_027v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0167/bge-fr0167_027v.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 168",Parchment · I + 165 + I ff. · 41 x 28.5 cm · end of the 15th century,"This work contains two tracts: the Livre des deduis, a handbook on hunting, and the Songe de Pestilence, an allegorical narrative that tells about the battle of the Virtues and the Vices. This Geneva examplar is attributed to the illuminator known by the name Master of Robert Gaguin.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0168,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0168/bge-fr0168_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0168/bge-fr0168_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0168/bge-fr0168_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 169",Parchment · (I-II) + 104 + (III-IV) ff. · 37.5 x 26 cm · ca. 1485,"At the end of the 1480s Gaston Febus wrote a tract, in French and in prose, on hunting, known under the title Livre de la chasse. This tract describes the various methods of hunting and trapping game. Gaston Febus dedicated his work to the Duke of Burgundy, Philip the Bold, who was well known for his fondness of the hunt. At this time, there are 44 known medieval manuscripts of this work.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0169,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0169/bge-fr0169_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0169/bge-fr0169_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0169/bge-fr0169_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 170",Parchment · 272 ff. · 37.5 x 26.5 cm · Bruges · ca. 1485-1490,"In the 1240s, Frederick II of Hohenstaufen wrote a Latin treatise on falconry (De arte venandi cum avibus), in order to introduce his son Manfred to bird hunting. This treatise, consisting of 6 books, was the subject of a second edition by Manfred, who albeit revised only the first two books. At the beginning of the 14th century, the treatise was translated into French based on a manuscript which today is held in the Vatican and which contains Manfred's additions to the first two books. The French version is preserved in 4 manuscripts, among them the one from Geneva, decorated by the Bruges Master of 1482 (""Maître brugeois de 1482"") and his associates.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0170,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0170/bge-fr0170_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0170/bge-fr0170_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0170/bge-fr0170_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 172",Paper · 314 ff. · 34.5 x 24 cm · end of the 16th century,"Philippe Prevost, Lord of Plessis-Sohier-lez-Tours, advisor and Grand Master of King Henry IV, is the author and scribe of this text on the art of war, which is introduced by a dedication to King Henry IV (1591) and a letter to the same monarch. The text is also accompanied by several sonnets and a short treatise on fortifications. In addition, the autograph manuscript contains a short printed text by Philippe Prevost, Himne de la guerre et de la paix, which was published in Tours in 1590. A series of drawings, probably from engravings, and several battle plans illustrate the text of Le Mars. This text was never published, although it seems to have been prepared for this purpose, as attested by numerous erasures, additions and annotations.               (rou)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0172,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0172/bge-fr0172_0002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0172/bge-fr0172_0002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0172/bge-fr0172_0002r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 176","Parchment · III + 396 + II ff. · 42 x 29.6 cm · France, Paris · 1380-1389","The Ovide moralisé is a poem consisting of 72,000 octosyllables. Between the end of the 13th century and the first quarter of the 14th century, the anonymous author translated the 15 books of Ovid's Metamorphoses by appropriating the ancient myths for the purposes of Christian edification. This Genevan exemplar, dated to the end of the 14th century, was illuminated by two artists, the Maître du Rational des divins offices and the Maître du Roman de la Rose.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0176,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0176/bge-fr0176_005r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0176/bge-fr0176_005r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0176/bge-fr0176_005r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 178",Parchment · I-II + 191 ff. · 29 x 21 cm · Paris · 1353,"The Roman de la Rose is a poetic work of approximately 22,000 octosyllabic verses. The first part of this allegorial romance (over 4,000 verses) was written by Guillaume de Lorris in about 1230, and it was completed by Jean de Meun some forty years later. Although the work was originally conceived as a courtly tale, the second part disgresses on a wide variety of themes and expressly criticizes the myth of the rose according to Guillaume de Lorris. The Testament is a poem consisting of 544 four-line alexandrine monorhyme stanzas expounding the spiritual development of Jean de Meun.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0178,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0178/bge-fr0178_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0178/bge-fr0178_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0178/bge-fr0178_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 179",Parchment · I + 14 ff. · 25.5 x 17.3 cm · Lyon · around 1511,"In 1511, the Benedictine Jean d'Auton (around 1466-1528), chronicler at the court of Louis XII, initiated a contest to write fictional letters to the king. For this contest, he wrote the Epistre d'Hector au roy, which was answered, among others, by Jean Lemaire de Belges with his Epistre du roy Loys à Hector. This Geneva manuscript begins with a full-page illustration, executed by an artist named Maître des Entrées, active in Lyon. It depicts Hector presenting a book to a satyr in front of an army of soldiers in armor, some of whom are crowned with the poets' laurel wreath. The numerous references to antiquity, textual as well as visual, are typical for the humanist milieu of Lyon, which included the owner of this manuscript, Jean Sala, half-brother of the famous author and antiquities enthusiast Pierre Sala.               (rou)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0179,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0179/bge-fr0179_0002v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0179/bge-fr0179_0002v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0179/bge-fr0179_0002v.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 179 bis",Paper · 154 ff. · 23.5 x 17.5 cm · Savoy or Western Switzerland (?) · 15th century,"This manuscript contains a collection of texts in French, mainly in the form of verse or prose excerpts. Among these are fabliaux, a religious poem, a fragment of the Roman de la Châtelaine de Vergi, and proverbs. This manuscript, a veritable collection of texts, was probably written on paper during the 1st quarter of the 15th century, either in Savoy or in French-speaking Switzerland.               (rou)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0179bis,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0179bis/bge-fr0179bis_0001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0179bis/bge-fr0179bis_0001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0179bis/bge-fr0179bis_0001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 180",Parchment · II + 135 ff. · 28 x 20 cm · second half of the 15th century,"Christine de Pisan, a writer and poet of great renoun, was the author of numerous works and was personally involved in the design and production of manuscripts of her works. This hold true for this codex, which contains an account of the building of a utopian city by and for women.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0180,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0180/bge-fr0180_110v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0180/bge-fr0180_110v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0180/bge-fr0180_110v.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 181",Parchment · I + 107 + I ff. · 31.5 x 21.5 cm · Paris (?) or Tours (?) · 3rd quarter of the 15th century,"At the behest of Jeanne de Laval, the wife of King René of Anjou, in 1465 a cleric from Angers produced a prose adaptation of the first version of Guillaume de Deguileville's Pèlerinage de vie humaine. His anonymous work respects the original text and its division into four books. The completely and richly illuminated manuscript is dated to the third quarter of the 15th century.               (rou/frd)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0181,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0181/bge-fr0181_002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0181/bge-fr0181_002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0181/bge-fr0181_002r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 182","Parchment · II + 232 + I ff. · 43.2 x 31.5 cm · Maître d'Antoine Rolin, Hainaut · end of the 15th - beginning of the 16th century","At the behest of Jeanne de Laval, wife of King René I. of Anjou, a cleric from Angers completed a prose adaptation of the first version of Pèlerinage de vie humaine by Guillaume de Deguileville in 1465. His anonymous work respects the original text and its division into four books. It is followed by the Danse aux aveugles (before 1465) by Pierre Michault. The two texts were richly illuminated by the Maître d'Antoine Rolin, however the decoration was never entirely completed.               (rou/frd)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0182,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0182/bge-fr0182_004v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0182/bge-fr0182_004v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0182/bge-fr0182_004v.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 183/1",Paper · I + 263 + I ff. · 37.2 x 26.2/26.5 cm · Lille · 1460-1470,"In 1389 Philippe de Mézières (1327-1405) wrote the Songe du viel pelerin, an allegorical travelogue and extraordinary mirror for princes intended for King Charles VI. Only nine copies of this text still exist, one of which is the present copy in two volumes. This paper manuscript was probably produced in Lille, where also were added a series of watercolor drawings that can be attributed to the Master of the Livre d'Eracles, an illuminator in the entourage of the Master of Jean Wavrin. Before the manuscript became part of the Petau Collection, then was passed to Ami Lullin and finally to the Bibliothèque de Genève, it was owned by Jean V de Créquy as attested by the coats of arms painted in the initial of the first book (f. 36r).               (rou)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0183-1,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0183-1/bge-fr0183-1_0036r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0183-1/bge-fr0183-1_0036r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0183-1/bge-fr0183-1_0036r.jp2/full/pct:25/0/default/jpg
